date,username,comment,processed_comment
2025-01-10 23:22:57,@猛男217-n7o,妳們你們知道水星曾經是超時空要塞嗎？？？！！！我的水星之愛。手機有看過按讚過。界王的蛇道。100萬公里。,妳們你們知道水星曾經是超時空要塞嗎我的水星之愛手機有看過按讚過界王的蛇道萬公里
2025-01-10 23:18:25,@猛男217-n7o,加州火災跟CPU 有關。有人總勸不聽,加州火災跟cpu 有關有人總勸不聽
2025-01-10 23:16:36,@猛男217-n7o,代表過去現在未來,代表過去現在未來
2025-01-10 23:16:22,@猛男217-n7o,三顆星彩虹冒險。獵戶座星帶。,三顆星彩虹冒險獵戶座星帶
2025-01-10 23:11:15,@猛男217-n7o,宇宙二級文明正在幫助不到一級文明的大家,宇宙二級文明正在幫助不到一級文明的大家
2025-01-10 23:07:30,@猛男217-n7o,第四宇宙金是我。好想趕快帳戶有錢花用喔！阿斯拉，凰呀！想想辦法,第四宇宙金是我好想趕快帳戶有錢花用喔阿斯拉凰呀想想辦法
2025-01-10 23:06:38,@猛男217-n7o,星際大戰，銀河戰將的酒店老闆是我。,星際大戰銀河戰將的酒店老闆是我
2025-01-10 19:26:30,@BelhajKhalid-k5r,Khalid 35😊😊,khalid
2025-01-10 08:59:11,@ouuuaburger2093,10000+ 🛰️ <br><b>Damn</b>,damn
2025-01-09 16:20:14,@DirtyDangleDaryl,This is my kind of brain rot,kind brain rot
2025-01-09 11:48:37,@dinarwali386,"This YouTube channel undoubtedly represents one of the most significant contributions to humanity. May you find eternal peace and happiness, regardless of your circumstances.",youtub channel undoubtedli repres one signific contribut human may find etern peac happi regardless circumst
2025-01-08 20:13:08,@mustafemaxamed6877,Good spot light in GPS and .... internal Internet and dish whith satellite,good spot light gp intern internet dish whith satellit
2025-01-08 15:46:09,@vanshgoyal-uo5cf,Nice,nice
2025-01-08 15:36:44,@stefansmuts8882,This video is amazing!,video amaz
2025-01-08 05:49:18,@deeppatel0586,great video!,great video
2025-01-07 18:52:18,@GuillermoMartinez-y4b,Elon&#39;s rockets can&#39;t land back.that landing is FAKE ❌ gaslighting Americans,elon rocket cant land backthat land fake gaslight american
2025-01-07 07:02:30,@vaibhavmathdevaru4441,wow your great,wow great
2025-01-07 03:20:12,@coolszhou5795,Good stuff!,good stuff
2025-01-06 17:19:07,@Kabank1ller,"I don&#39;t quite understand, shouldn&#39;t lightning strike these antennas? Or is it enough to install a lightning rod?",dont quit understand shouldnt lightn strike antenna enough instal lightn rod
2025-01-06 05:16:56,@updo6363,"Although I don’t quite understand it, I still think it’s very cool!",although dont quit understand still think cool
2025-01-06 04:36:39,@StephenMatrese,"It’s so weird that the satellite is “Mean Girl”ing the one antenna array, with that three antenna array on the one side and other 1 antenna array way on the other side",weird satellit mean girl one antenna array three antenna array one side antenna array way side
2025-01-06 04:21:12,@StephenMatrese,"HughsNet was (is?) 2 way (slow, high latency) internet communication since the 80s or 90s",hughsnet way slow high latenc internet commun sinc
2025-01-06 04:18:31,@StephenMatrese,"StarLink is not within breathable atmosphere, but the atmosphere extends beyond the moon",starlink within breathabl atmospher atmospher extend beyond moon
2025-01-05 22:41:14,@Taz247,very intressting,intresst
2025-01-05 14:35:35,@Yash-Gaikwad,Easy,easi
2025-01-05 08:59:03,@Nikhil.nnnsb23,india 🚩,india
2025-01-05 02:42:08,@GhufranKhan-jy1cx,Amazing!!!,amaz
2025-01-05 00:56:02,@AlbieSol,Half of this info is total lies.,half info total lie
2025-01-04 21:20:17,@nazdash,"amount of work put to make this video is mind blowing, thanks for the team for doing that",amount work put make video mind blow thank team
2025-01-04 21:03:28,@abubakarabdi-f2w,What about radiation in every households?,radiat everi household
2025-01-04 08:37:21,@amynboualaoui3908,Thanks,thank
2025-01-03 21:48:07,@luajvideo,amasing,amas
2025-01-03 14:33:18,@niladri-wk8888,Still now Starlink couldn&#39;t enter India 😢 no news 📰,still starlink couldnt enter india news
2025-01-03 04:23:37,@jonathanpetersen9696,Thank you for this amazing video!,thank amaz video
2025-01-02 07:04:42,@michellebaldwin5736,Send Skylink back with Elon to his country and he should test it back above his country. And while that&#39;s all being done and make amends with all of his children. He needs rehab and lots of prayers❤ bless you Elon Musk may you be the first man to live on Mars and very soon! Your dream is alive!😊😊,send skylink back elon countri test back countri that done make amend children need rehab lot prayer bless elon musk may first man live mar soon dream aliv
2025-01-01 22:00:12,@ricardodelosreyes5307,Gracias por este video.,gracia por est video
2025-01-01 20:00:12,@cooliegames6195,"<a href=""UCkszU2WH9gy1mb0dV-11UJg/G8AfY6yWGuKuhL0PlbiA2AE""></a>",
2025-01-01 16:37:48,@lurifos9576,keep up the awesome work,keep awesom work
2025-01-01 15:58:17,@jimnethercott694,"Awesome video!   Please, keep them coming!",awesom video pleas keep come
2025-01-01 11:13:39,@charltonallen3167,I like the animation of the video. I think it&#39;s too technical for most to comprehend. I moved to the end and don&#39;t think how data/packets are being sent to devices. For example how are the data being transmitted from someone in California to someone in South Africa who doesn&#39;t have Starlink,like anim video think technic comprehend move end dont think datapacket sent devic exampl data transmit someon california someon south africa doesnt starlink
2025-01-01 10:03:25,@henryyamoah7202,Engineering is MAGIC,engin magic
2025-01-01 04:57:59,@Cant_think_of_any,You are amazing! Helping us to understand this mind blowing technology,amaz help us understand mind blow technolog
2024-12-31 17:56:45,@ShadowriverUB,"About TV satelittes, its also imported to say that they in geo stationry orbit, they orbit relative to earth rotation, so in our perspective on earth for us they dont move on sky, so they dont need safisticated mechanism to recive the signal. It also incorrect that they can send signal they do but its optional, not to mention tv signal need to be send to them. TV Satelites are technicly signal repeaters, thats why it was easy to broudcast digital tv (DVB-S)  even thru they didnt been designed for it and its not effecint way to do so",tv satelitt also import say geo stationri orbit orbit rel earth rotat perspect earth us dont move sky dont need safist mechan reciv signal also incorrect send signal option mention tv signal need send tv satelit technicli signal repeat that easi broudcast digit tv dvb even thru didnt design effecint way
2024-12-31 13:44:55,@PravinBhatiya-hq6id,it is superb i am from india and i like your video and elon sir ❤❤❤❤❤❤❤❤,superb india like video elon sir
2024-12-31 01:44:58,@gunsandcars3648,"I keep watching this and getting more each time,  try summarize it to engineers I know, get blank stares , not many can get it.",keep watch get time tri summar engin know get blank stare mani get
2024-12-30 16:26:19,@lionroars8276,WOW - THESE DIRECT ENERGY WEAPONS ARE GETTING REALLY INTERESTING.,wow direct energi weapon get realli interest
2024-12-30 15:47:12,@tahirkhalil02,Outstanding Work,outstand work
2024-12-30 14:30:28,@TechMediaCoding,"You are saying the phase shift is used to bheem the wave to the satellite, sounds good, but how is the phase shift used to send data at the same time?",say phase shift use bheem wave satellit sound good phase shift use send data time
2024-12-30 02:53:53,@curlmcpherson,Wish this is all we had on YouTube. American education would have been the best on earth. Great video and educational materials keep the good work going,wish youtub american educ would best earth great video educ materi keep good work go
2024-12-29 21:33:21,@rogerparrett3242,Good God! What a video! Just found this. Just subscribed.,good god video found subscrib
2024-12-29 17:46:12,@OkayKid-fk9tj,nice video❤,nice video
2024-12-28 10:44:34,@GeorgeO-84,Amazing explanation. This is still much simpler than the semiconductor related videos. <br>I might not fully understand all the physics behind the frequencies in Starlink but I understand how it works.,amaz explan still much simpler semiconductor relat video might fulli understand physic behind frequenc starlink understand work
2024-12-27 18:24:25,@thetorch941,There are no satellites up there in space...it&#39;s just another Elon Musk deception (like a Tesla car floating in space)<br>try tropo-scatter rather<br>Those Space X rocket launches are done with the object to deceive the gullible masses,satellit spaceit anoth elon musk decept like tesla car float spacetri troposcatt ratherthos space x rocket launch done object deceiv gullibl mass
2024-12-27 11:53:43,@znews247,You are awesome,awesom
